#   See ftp://ftp.ncbi.nlm.nih.gov/genomes/README_assembly_summary.txt for a description of the columns in this file.
# assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq
GCA_000336735.1	PRJNA174901	SAMN02471657	AOLL00000000.1	na	1227458	114529	Haloferax alexandrinus JCM 10717	strain=JCM 10717		latest	Contig	Major	Full	2013/02/04	ASM33673v1	University of California, Davis	GCF_000336735.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/336/735/GCA_000336735.1_ASM33673v1	
GCA_000723845.1	PRJEB5511	SAMEA3139050	CCDK000000000.1	na	114529	114529	Haloferax alexandrinus	strain=Arc-Hr		latest	Scaffold	Major	Full	2014/06/12	PRJEB5511_assembly_1	URMITE	GCF_000723845.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/723/845/GCA_000723845.1_PRJEB5511_assembly_1	
GCA_000965745.1	PRJNA256113	SAMN02940502		na	115547	115547	uncultured archaeon			latest	Chromosome	Major	Partial	2015/03/30	ASM96574v1	CSIRO	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/965/745/GCA_000965745.1_ASM96574v1	derived from environmental source ; partial
GCA_900095295.1	PRJEB14599	SAMEA4378819		na	118062	118062	Methanobacterium congolense		Buetzberg	latest	Complete Genome	Major	Full	2016/09/08	MCBB	CEBITEC	GCF_900095295.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/095/295/GCA_900095295.1_MCBB	
GCA_001315965.1	PRJDB789	SAMD00000410	BBBH00000000.1	na	1293042	118126	Methanoculleus chikugoensis JCM 10825	strain=JCM 10825		latest	Contig	Major	Full	2015/10/01	ASM131596v1	The University of Tokyo	GCF_001315965.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/315/965/GCA_001315965.1_ASM131596v1	many frameshifted proteins
GCA_900095385.1	PRJEB15169	SAMEA4384483	FMID00000000.1	na	118126	118126	Methanoculleus chikugoensis		L21-II-0	latest	Contig	Major	Full	2016/12/16	L21	CEBITEC	GCF_900095385.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/095/385/GCA_900095385.1_L21	
GCA_000337415.1	PRJNA174921	SAMN02471631	AOJD00000000.1	representative genome	1227485	119434	Halorubrum tebenquichense DSM 14210	strain=DSM 14210		latest	Contig	Major	Full	2013/02/04	ASM33741v1	University of California, Davis	GCF_000337415.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/337/415/GCA_000337415.1_ASM33741v1	
GCA_000016385.1	PRJNA15582	SAMN02598330		na	340102	121277	Pyrobaculum arsenaticum DSM 13514	strain=DSM 13514		latest	Complete Genome	Major	Full	2007/04/16	ASM1638v1	DOE Joint Genome Institute	GCF_000016385.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/016/385/GCA_000016385.1_ASM1638v1	missing rRNA genes
GCA_000337115.1	PRJNA174927	SAMN02471662	AOIR00000000.1	na	1227489	121872	Haloterrigena thermotolerans DSM 11522	strain=DSM 11522		latest	Contig	Major	Full	2013/02/04	ASM33711v1	University of California, Davis	GCF_000337115.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/337/115/GCA_000337115.1_ASM33711v1	
GCA_000337575.1	PRJNA174932	SAMN02471673	AOIM00000000.1	representative genome	1227493	123783	Natrialba hulunbeirensis JCM 10989	strain=JCM 10989		latest	Contig	Major	Full	2013/02/04	ASM33757v1	University of California, Davis	GCF_000337575.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/337/575/GCA_000337575.1_ASM33757v1	
GCA_000337535.1	PRJNA174929	SAMN02471628	AOIP00000000.1	na	1227491	129789	Natrialba aegyptia DSM 13077	strain=DSM 13077		latest	Contig	Major	Full	2013/02/04	ASM33753v1	University of California, Davis	GCF_000337535.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/337/535/GCA_000337535.1_ASM33753v1	
GCA_000337895.1	PRJNA174895	SAMN02471660	AOMA00000000.1	representative genome	1227454	130048	Halobiforma nitratireducens JCM 10879	strain=JCM 10879		latest	Contig	Major	Full	2013/02/04	ASM33789v1	University of California, Davis	GCF_000337895.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/337/895/GCA_000337895.1_ASM33789v1	
GCA_900095815.1	PRJEB15255	SAMEA4408318		na	145261	145261	Methanothermobacter wolfeii		SIV6	latest	Complete Genome	Major	Full	2016/12/16	SIV6	CEBITEC	GCF_900095815.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/095/815/GCA_900095815.1_SIV6	
GCA_000008645.1	PRJNA289	SAMN02603244		representative genome	187420	145262	Methanothermobacter thermautotrophicus str. Delta H	strain=Delta H		latest	Complete Genome	Major	Full	1999/12/22	ASM864v1	Genome Therapeutics Corporation	GCF_000008645.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/008/645/GCA_000008645.1_ASM864v1	
GCA_000145295.1	PRJNA40103	SAMN02603260		representative genome	79929	145263	Methanothermobacter marburgensis str. Marburg	strain=Marburg		latest	Complete Genome	Major	Full	2010/08/11	ASM14529v1	Georg-August-University Goettingen	GCF_000145295.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/145/295/GCA_000145295.1_ASM14529v1	
GCA_000023945.1	PRJNA29305	SAMN00002611		representative genome	519442	146826	Halorhabdus utahensis DSM 12940	strain=DSM 12940		latest	Complete Genome	Major	Full	2009/08/27	ASM2394v1	US DOE Joint Genome Institute (JGI-PGF)	GCF_000023945.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/023/945/GCA_000023945.1_ASM2394v1	
GCA_900112205.1	PRJEB17125	SAMN05444422	FOKW00000000.1	na	148448	148448	Halobiforma haloterrestris	strain=DSM 13078		latest	Scaffold	Major	Partial	2016/11/02	IMG-taxon 2693429869 annotated assembly	DOE - JOINT GENOME INSTITUTE	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/112/205/GCA_900112205.1_IMG-taxon_2693429869_annotated_assembly	partial
GCA_000179575.2	PRJNA43653	SAMN00100784		representative genome	647113	155863	Methanothermococcus okinawensis IH1	strain=IH1		latest	Complete Genome	Major	Full	2011/06/06	ASM17957v2	US DOE Joint Genome Institute (JGI-PGF)	GCF_000179575.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/179/575/GCA_000179575.2_ASM17957v2	
GCA_000008085.1	PRJNA9599	SAMN02603208		na	228908	160232	Nanoarchaeum equitans Kin4-M			latest	Complete Genome	Major	Full	2003/12/18	ASM808v1	DIVERSA	GCF_000008085.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/008/085/GCA_000008085.1_ASM808v1	missing tRNA genes
GCA_000017945.1	PRJNA13914	SAMN02598324		representative genome	453591	160233	Ignicoccus hospitalis KIN4/I	strain=KIN4/I		latest	Complete Genome	Major	Full	2007/08/29	ASM1794v1	US DOE Joint Genome Institute	GCF_000017945.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/017/945/GCA_000017945.1_ASM1794v1	
GCA_000337595.1	PRJNA174933	SAMN02471680	AOIL00000000.1	na	1230458	160846	Natrialba taiwanensis DSM 12281	strain=DSM 12281		latest	Contig	Major	Full	2013/02/04	ASM33759v1	University of California, Davis	GCF_000337595.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/337/595/GCA_000337595.1_ASM33759v1	
GCA_000265525.1	PRJNA167371	SAMN02603492		representative genome	163003	163003	Thermococcus cleftensis	strain=CL1		latest	Complete Genome	Major	Full	2012/06/11	ASM26552v1	Kyung Hee University	GCF_000265525.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/265/525/GCA_000265525.1_ASM26552v1	
GCA_000148385.1	PRJNA32589	SAMN00017002		representative genome	572478	164451	Vulcanisaeta distributa DSM 14429	strain=DSM 14429		latest	Complete Genome	Major	Full	2010/09/22	ASM14838v1	US DOE Joint Genome Institute (JGI-PGF)	GCF_000148385.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/148/385/GCA_000148385.1_ASM14838v1	
GCA_001315985.1	PRJDB790	SAMD00000415	BBBI00000000.1	na	1293043	164451	Vulcanisaeta distributa JCM 11216	strain=JCM 11216		latest	Contig	Major	Full	2015/10/01	ASM131598v1	The University of Tokyo	GCF_001315985.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/315/985/GCA_001315985.1_ASM131598v1	many frameshifted proteins
GCA_001316005.1	PRJDB791	SAMD00000416	BBBJ00000000.1	na	1293044	164451	Vulcanisaeta distributa JCM 11217	strain=JCM 11217		latest	Contig	Major	Full	2015/10/01	ASM131600v1	The University of Tokyo	GCF_001316005.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/316/005/GCA_001316005.1_ASM131600v1	many frameshifted proteins
GCA_001316125.1	PRJDB828	SAMD00000514	BBCS00000000.1	na	1295123	164451	Vulcanisaeta distributa JCM 11213	strain=JCM 11213		latest	Contig	Major	Full	2015/10/01	ASM131612v1	The University of Tokyo	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/316/125/GCA_001316125.1_ASM131612v1	
GCA_001316145.1	PRJDB829	SAMD00000515	BBCT00000000.1	na	1295124	164451	Vulcanisaeta distributa JCM 11215	strain=JCM 11215		latest	Contig	Major	Full	2015/10/01	ASM131614v1	The University of Tokyo	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/316/145/GCA_001316145.1_ASM131614v1	many frameshifted proteins
GCA_001316025.1	PRJDB792	SAMD00000417	BBBK00000000.1	representative genome	1293586	164452	Vulcanisaeta souniana JCM 11219	strain=JCM 11219		latest	Contig	Major	Full	2015/10/01	ASM131602v1	The University of Tokyo	GCF_001316025.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/316/025/GCA_001316025.1_ASM131602v1	
GCA_000970265.1	PRJNA230943	SAMN03074579		representative genome	1434111	170861	Methanosarcina lacustris Z-7289	strain=Z-7289		latest	Complete Genome	Major	Full	2015/04/07	ASM97026v1	University of Illinois at Urbana-Champaign	GCF_000970265.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/970/265/GCA_000970265.1_ASM97026v1	
GCA_000337455.1	PRJNA174924	SAMN02471654	AOIU00000000.1	representative genome	797114	171164	Halosimplex carlsbadense 2-9-1	strain=2-9-1		latest	Contig	Major	Full	2013/02/04	ASM33745v1	University of California, Davis	GCF_000337455.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/337/455/GCA_000337455.1_ASM33745v1	
GCA_000022545.1	PRJNA34531	SAMN02603090		representative genome	604354	172049	Thermococcus sibiricus MM 739	strain=MM 739		latest	Complete Genome	Major	Full	2009/06/29	ASM2254v1	Centre	GCF_000022545.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/022/545/GCA_000022545.1_ASM2254v1	
GCA_001508065.1	PRJNA278302	SAMN03445129	LGFD00000000.1	na	172049	172049	Thermococcus sibiricus		41_94_	latest	Contig	Major	Full	2016/01/08	ASM150806v1	Lawrence Berkeley National Lab	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/508/065/GCA_001508065.1_ASM150806v1	derived from metagenome
GCA_000015805.1	PRJNA18111	SAMN00623060		na	410359	181486	Pyrobaculum calidifontis JCM 11548	strain=JCM 11548		latest	Complete Genome	Major	Full	2007/02/27	ASM1580v1	DOE Joint Genome Institute	GCF_000015805.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/015/805/GCA_000015805.1_ASM1580v1	missing rRNA genes
GCA_900025055.1	PRJEB10932	SAMEA3730009	FIZL00000000.1	na	183762	183762	uncultured Methanoculleus sp.			latest	Scaffold	Major	Partial	2016/02/18	Methanoculleus bin genome	Center for Microbial Communities	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/025/055/GCA_900025055.1_Methanoculleus_bin_genome	derived from environmental source ; partial
GCA_000193375.1	PRJNA64455	SAMN02603093		representative genome	999630	184117	Thermoproteus uzoniensis 768-20	strain=768-20		latest	Complete Genome	Major	Full	2011/03/28	ASM19337v1	Centre Bioengineering RAS	GCF_000193375.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/193/375/GCA_000193375.1_ASM19337v1	
GCA_000022365.1	PRJNA33671	SAMN02603333		representative genome	593117	187878	Thermococcus gammatolerans EJ3	strain=EJ3; DSM 15229		latest	Complete Genome	Major	Full	2009/06/12	ASM2236v1	IGM/ Universit Paris-Sud, France	GCF_000022365.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/022/365/GCA_000022365.1_ASM2236v1	
GCA_900109595.1	PRJEB16839	SAMN05216439	FOAK00000000.1	na	190974	190974	Methanobrevibacter gottschalkii	strain=DSM 11978		latest	Contig	Major	Partial	2016/10/31	IMG-taxon 2654588138 annotated assembly	DOE - JOINT GENOME INSTITUTE	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/109/595/GCA_900109595.1_IMG-taxon_2654588138_annotated_assembly	partial
GCA_000621965.1	PRJNA223477	SAMN02744021	JHWX00000000.1	representative genome	1410664	190977	Methanobrevibacter wolinii SH	strain=SH		latest	Scaffold	Major	Full	2014/04/08	ASM62196v1	DOE Joint Genome Institute	GCF_000621965.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/621/965/GCA_000621965.1_ASM62196v1	
GCA_000585495.1	PRJNA237737	SAMN03081537		representative genome	195522	195522	Thermococcus nautili	strain=30-1		latest	Complete Genome	Major	Full	2014/03/05	ASM58549v1	Institute de Genetique et Microbiologie	GCF_000585495.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/585/495/GCA_000585495.1_ASM58549v1	
GCA_000317795.1	PRJNA70815	SAMN02261426		representative genome	1056495	200415	Caldisphaera lagunensis DSM 15908	strain=DSM 15908		latest	Complete Genome	Major	Full	2012/12/10	ASM31779v1	JGI	GCF_000317795.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/317/795/GCA_000317795.1_ASM31779v1	
GCA_000243455.2	PRJNA51819	SAMN02261372	AGJL00000000.1	representative genome	647171	213185	Methanotorris formicicus Mc-S-70	strain=Mc-S-70		latest	Contig	Major	Full	2012/01/23	ASM24345v2	JGI	GCF_000243455.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/243/455/GCA_000243455.2_ASM24345v2	
GCA_000337155.1	PRJNA174934	SAMN02471672	AOIK00000000.1	na	1227494	222984	Natrinema altunense JCM 12890	strain=JCM 12890		latest	Contig	Major	Full	2013/02/04	ASM33715v1	University of California, Davis	GCF_000337155.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/337/155/GCA_000337155.1_ASM33715v1	
GCA_000731985.1	PRJNA248700	SAMN02800870	JNCS00000000.1	representative genome	222984	222984	Natrinema altunense	strain=AJ2		latest	Contig	Major	Full	2014/07/21	ASM73198v1	Zhejiang University	GCF_000731985.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/731/985/GCA_000731985.1_ASM73198v1	
GCA_000815265.1	PRJNA271196	SAMN03273287	JXAN00000000.1	na	222984	222984	Natrinema altunense	strain=1A4-DGR		latest	Contig	Major	Full	2015/01/06	ASM81526v1	Directorate of Groundnut Research (Indian Council of Agricultural Research)	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/815/265/GCA_000815265.1_ASM81526v1	many frameshifted proteins
GCA_000404165.1	PRJNA157813	SAMN02602974		na	224719	224719	Methanobrevibacter sp. AbM4	strain=AbM4		latest	Complete Genome	Major	Full	2013/06/03	ASM40416v1	AgResearch Ltd. & The New Zealand Agricultural Greenhouse Gas Research Centre	GCF_000404165.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/404/165/GCA_000404165.1_ASM40416v1	
GCA_001484195.1	PRJNA298838	SAMN04166689	LLYW00000000.1	representative genome	227598	227598	Thermococcus celericrescens	strain=DSM 17994		latest	Contig	Major	Full	2016/01/04	ASM148419v1	Kyungpook National University, Shin's Lab.	GCF_001484195.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/484/195/GCA_001484195.1_ASM148419v1	
GCA_000231015.3	PRJNA49401	SAMN02232017		na	768672	228748	Desulfurococcus fermentans DSM 16532	strain=DSM 16532		latest	Complete Genome	Major	Full	2012/06/07	ASM23101v3	DOE Joint Genome Institute	GCF_000231015.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/231/015/GCA_000231015.3_ASM23101v3	
GCA_000226975.2	PRJNA16192	SAMN02470038	AGFZ00000000.1	na	358396	229731	Halobiforma lacisalsi AJ5	strain=AJ5		latest	Contig	Major	Full	2011/09/30	HalLac_AJ5_1	College of Life Sciences, Zhejiang University	GCF_000226975.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/226/975/GCA_000226975.2_HalLac_AJ5_1	
GCA_000336655.1	PRJNA174894	SAMN02471659	AOLZ00000000.1	representative genome	358396	229731	Halobiforma lacisalsi AJ5	strain=AJ5		latest	Contig	Major	Full	2013/02/04	ASM33665v1	University of California, Davis	GCF_000336655.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/336/655/GCA_000336655.1_ASM33665v1	
GCA_000591035.1	PRJDB107	SAMD00061006		na	1198449	229980	Aeropyrum camini SY1 = JCM 12091	strain=SY1		latest	Complete Genome	Major	Full	2013/09/27	ASM59103v1	Laboratory of Marine Microbiology, Division of Applied Biosciences, Graduate School of Agriculture, Kyoto University	GCF_000591035.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/591/035/GCA_000591035.1_ASM59103v1	missing tRNA genes
GCA_001316065.1	PRJDB807	SAMD00000424	BBBZ00000000.1	representative genome	1198449	229980	Aeropyrum camini SY1 = JCM 12091	strain=JCM 12091		latest	Contig	Major	Full	2015/10/01	ASM131606v1	The University of Tokyo	GCF_001316065.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/316/065/GCA_001316065.1_ASM131606v1	
GCA_000784355.1	PRJNA222641	SAMN03196739	AXDV00000000.1	na	230356	230356	Methanolacinia paynteri	strain=DSM 2545		latest	Scaffold	Major	Full	2014/11/17	Metpay	Leibniz Institute DSMZ Braunschweig	GCF_000784355.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/784/355/GCA_000784355.1_Metpay	
GCA_001477655.1	PRJNA49589	SAMN03438115		representative genome	230361	230361	Methanobrevibacter millerae	strain=SM9		latest	Complete Genome	Major	Full	2015/12/22	ASM147765v1	PGgRc	GCF_001477655.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/477/655/GCA_001477655.1_ASM147765v1	
GCA_000144915.1	PRJNA39927	SAMN02603091		representative genome	666510	242703	Acidilobus saccharovorans 345-15	strain=345-15		latest	Complete Genome	Major	Full	2010/08/06	ASM14491v1	Centre Bioengineering RAS	GCF_000144915.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/144/915/GCA_000144915.1_ASM14491v1	
GCA_000337755.1	PRJNA174882	SAMN02471658	AOLS00000000.1	na	662475	244363	Haloarcula californiae ATCC 33799	strain=ATCC 33799		latest	Contig	Major	Full	2013/02/04	ASM33775v1	University of California, Davis	GCF_000337755.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/337/755/GCA_000337755.1_ASM33775v1	
GCA_000151205.2	PRJNA19381	SAMN02603626		na	246969	246969	Thermococcus sp. AM4	strain=AM4		latest	Complete Genome	Major	Full	2011/09/08	ASM15120v2	Moore Foundation	GCF_000151205.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/151/205/GCA_000151205.2_ASM15120v2	
GCA_000337215.1	PRJNA174942	SAMN02471623	AOHZ00000000.1	na	1227499	253107	Natronolimnobius innermongolicus JCM 12255	strain=JCM 12255		latest	Contig	Major	Full	2013/02/04	ASM33721v1	University of California, Davis	GCF_000337215.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/337/215/GCA_000337215.1_ASM33721v1	
GCA_001316185.1	PRJDB831	SAMD00000517	BBCV00000000.1	na	1295126	253108	Natronolimnobius baerhuensis JCM 12253	strain=JCM 12253		latest	Contig	Major	Full	2015/10/02	ASM131618v1	The University of Tokyo	GCF_001316185.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/316/185/GCA_001316185.1_ASM131618v1	many frameshifted proteins
GCA_000337835.1	PRJNA174888	SAMN02471686	AOLM00000000.1	na	662480	255616	Haloferax sulfurifontis ATCC BAA-897	strain=ATCC BAA-897		latest	Contig	Major	Full	2013/02/04	ASM33783v1	University of California, Davis	GCF_000337835.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/337/835/GCA_000337835.1_ASM33783v1	
GCA_000496155.1	PRJNA209807	SAMN02981542	ATDU00000000.1	na	261388	261388	Ferroplasma sp. Type II			latest	Scaffold	Major	Full	2013/11/07	fer2	DOE Joint Genome Institute	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/496/155/GCA_000496155.1_fer2	derived from environmental source ; derived from metagenome
GCA_001856845.1	PRJNA209808	SAMN02981543	ATDV00000000.1	na	261391	261391	Thermoplasmatales archaeon Gpl			latest	Contig	Major	Full	2013/08/14	amd g-plasma	DOE Joint Genome Institute	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/856/845/GCA_001856845.1_amd_g-plasma	derived from environmental source ; derived from metagenome
GCA_000235685.3	PRJNA62035	SAMN02261397	AGIY00000000.2	representative genome	882090	263906	Methanolinea tarda NOBI-1	strain=NOBI-1		latest	Chromosome	Major	Full	2014/01/13	ASM23568v3	JGI	GCF_000235685.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/235/685/GCA_000235685.3_ASM23568v3	
GCA_000337435.1	PRJNA174922	SAMN02471682	AOIW00000000.1	na	1227486	267368	Halorubrum terrestre JCM 10247	strain=JCM 10247		latest	Contig	Major	Full	2013/02/04	ASM33743v1	University of California, Davis	GCF_000337435.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/337/435/GCA_000337435.1_ASM33743v1	
GCA_000246735.1	PRJNA77705	SAMN02954313	AHCG00000000.1	na	274854	274854	uncultured marine group II euryarchaeote			latest	Chromosome	Major	Full	2012/02/07	ASM24673v1	School of Oceanography, University of Washington	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/246/735/GCA_000246735.1_ASM24673v1	derived from environmental source ; derived from metagenome
GCA_001418715.1	PRJNA293782	SAMN04011897	LIXN00000000.1	representative genome	277988	277988	Thermococcus thioreducens	strain=DSM 14981		latest	Contig	Major	Full	2015/10/28	ASM141871v1	Kyungpook National University, Shin's Lab.	GCF_001418715.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/418/715/GCA_001418715.1_ASM141871v1	
GCA_900109425.1	PRJEB16840	SAMN05216170	FOIW00000000.1	na	277988	277988	Thermococcus thioreducens	strain=OGL-20		latest	Scaffold	Major	Full	2016/10/31	IMG-taxon 2654588132 annotated assembly	DOE - JOINT GENOME INSTITUTE	GCF_900109425.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/109/425/GCA_900109425.1_IMG-taxon_2654588132_annotated_assembly	
GCA_000009185.1	PRJNA17185	SAMEA3138195		na	362976	293091	Haloquadratum walsbyi DSM 16790	strain=DSM 16790 = HBSQ001		latest	Complete Genome	Major	Full	2006/06/22	ASM918v1	Max Planck Institute	GCF_000009185.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/009/185/GCA_000009185.1_ASM918v1	
